iButton_Temp,Time_Date,Object,Size,Location,id
16.632,01/01/2020 21:47,Bush,Small,Tzeelim,1
16.632,01/01/2020 21:57,Bush,Small,Tzeelim,1
16.632,01/01/2020 22:07,Bush,Small,Tzeelim,1
16.632,01/01/2020 22:17,Bush,Small,Tzeelim,1
16.632,01/01/2020 22:27,Bush,Small,Tzeelim,1
16.632,01/01/2020 22:37,Bush,Small,Tzeelim,1
16.632,01/01/2020 22:47,Bush,Small,Tzeelim,1
16.632,01/01/2020 22:57,Bush,Small,Tzeelim,1
16.632,01/01/2020 23:07,Bush,Small,Tzeelim,1
16.632,01/01/2020 23:17,Bush,Small,Tzeelim,1
16.632,01/01/2020 23:27,Bush,Small,Tzeelim,1
16.632,01/01/2020 23:37,Bush,Small,Tzeelim,1
16.632,01/01/2020 23:47,Bush,Small,Tzeelim,1
16.616,01/01/2020 23:56,Bush,Small,Mishmar,1
16.632,01/01/2020 23:57,Bush,Small,Tzeelim,1
17,03/01/2020 0:03,Bush,Small,Mishmar,1
17,03/01/2020 0:03,Bush,Small,Mishmar,1
15.5,03/01/2020 0:04,Bush,Small,Tzeelim,2
15.5,03/01/2020 0:04,Bush,Small,Tzeelim,1
16.5,03/01/2020 0:07,Bush,Small,Mishmar,2
16.5,03/01/2020 0:07,Bush,Small,Mishmar,2
16.5,03/01/2020 0:08,Bush,Small,Tzeelim,1
16.5,03/01/2020 0:08,Bush,Small,Tzeelim,2
17.5,03/01/2020 1:03,Bush,Small,Mishmar,1
17.5,03/01/2020 1:03,Bush,Small,Mishmar,1
15,03/01/2020 1:04,Bush,Small,Tzeelim,2
15,03/01/2020 1:04,Bush,Small,Tzeelim,1
17,03/01/2020 1:07,Bush,Small,Mishmar,2
17,03/01/2020 1:07,Bush,Small,Mishmar,2
16.5,03/01/2020 1:08,Bush,Small,Tzeelim,1
16.5,03/01/2020 1:08,Bush,Small,Tzeelim,2
17,03/01/2020 2:03,Bush,Small,Mishmar,1
17,03/01/2020 2:03,Bush,Small,Mishmar,1
15.5,03/01/2020 2:04,Bush,Small,Tzeelim,2
15.5,03/01/2020 2:04,Bush,Small,Tzeelim,1
17,03/01/2020 2:07,Bush,Small,Mishmar,2
17,03/01/2020 2:07,Bush,Small,Mishmar,2
16.5,03/01/2020 2:08,Bush,Small,Tzeelim,1
16.5,03/01/2020 2:08,Bush,Small,Tzeelim,2
16.5,03/01/2020 3:03,Bush,Small,Mishmar,1
16.5,03/01/2020 3:03,Bush,Small,Mishmar,1
14.5,03/01/2020 3:04,Bush,Small,Tzeelim,2
14.5,03/01/2020 3:04,Bush,Small,Tzeelim,1
16,03/01/2020 3:07,Bush,Small,Mishmar,2
16,03/01/2020 3:07,Bush,Small,Mishmar,2
16.5,03/01/2020 3:08,Bush,Small,Tzeelim,1
16.5,03/01/2020 3:08,Bush,Small,Tzeelim,2
16.5,03/01/2020 4:03,Bush,Small,Mishmar,1
16.5,03/01/2020 4:03,Bush,Small,Mishmar,1
14.5,03/01/2020 4:04,Bush,Small,Tzeelim,2
14.5,03/01/2020 4:04,Bush,Small,Tzeelim,1
16,03/01/2020 4:07,Bush,Small,Mishmar,2
16,03/01/2020 4:07,Bush,Small,Mishmar,2
16,03/01/2020 4:08,Bush,Small,Tzeelim,1
16,03/01/2020 4:08,Bush,Small,Tzeelim,2
16.5,03/01/2020 5:03,Bush,Small,Mishmar,1
16.5,03/01/2020 5:03,Bush,Small,Mishmar,1
14.5,03/01/2020 5:04,Bush,Small,Tzeelim,2
14.5,03/01/2020 5:04,Bush,Small,Tzeelim,1
16,03/01/2020 5:07,Bush,Small,Mishmar,2
16,03/01/2020 5:07,Bush,Small,Mishmar,2
16,03/01/2020 5:08,Bush,Small,Tzeelim,1
16,03/01/2020 5:08,Bush,Small,Tzeelim,2
16.5,03/01/2020 6:03,Bush,Small,Mishmar,1
16.5,03/01/2020 6:03,Bush,Small,Mishmar,1
14.5,03/01/2020 6:04,Bush,Small,Tzeelim,2
14.5,03/01/2020 6:04,Bush,Small,Tzeelim,1
16.5,03/01/2020 6:07,Bush,Small,Mishmar,2
16.5,03/01/2020 6:07,Bush,Small,Mishmar,2
16,03/01/2020 6:08,Bush,Small,Tzeelim,1
16,03/01/2020 6:08,Bush,Small,Tzeelim,2
16,03/01/2020 7:03,Bush,Small,Mishmar,1
16,03/01/2020 7:03,Bush,Small,Mishmar,1
14.5,03/01/2020 7:04,Bush,Small,Tzeelim,2
14.5,03/01/2020 7:04,Bush,Small,Tzeelim,1
16,03/01/2020 7:07,Bush,Small,Mishmar,2
16,03/01/2020 7:07,Bush,Small,Mishmar,2
16,03/01/2020 7:08,Bush,Small,Tzeelim,1
16,03/01/2020 7:08,Bush,Small,Tzeelim,2
16.5,03/01/2020 8:03,Bush,Small,Mishmar,1
16.5,03/01/2020 8:03,Bush,Small,Mishmar,1
14.5,03/01/2020 8:04,Bush,Small,Tzeelim,2
14.5,03/01/2020 8:04,Bush,Small,Tzeelim,1
16.5,03/01/2020 8:07,Bush,Small,Mishmar,2
16.5,03/01/2020 8:07,Bush,Small,Mishmar,2
16,03/01/2020 8:08,Bush,Small,Tzeelim,1
16,03/01/2020 8:08,Bush,Small,Tzeelim,2
17,03/01/2020 9:03,Bush,Small,Mishmar,1
17,03/01/2020 9:03,Bush,Small,Mishmar,1
15.5,03/01/2020 9:04,Bush,Small,Tzeelim,2
15.5,03/01/2020 9:04,Bush,Small,Tzeelim,1
17,03/01/2020 9:07,Bush,Small,Mishmar,2
17,03/01/2020 9:07,Bush,Small,Mishmar,2
17,03/01/2020 9:08,Bush,Small,Tzeelim,1
17,03/01/2020 9:08,Bush,Small,Tzeelim,2
20,03/01/2020 10:03,Bush,Small,Mishmar,1
20,03/01/2020 10:03,Bush,Small,Mishmar,1
18,03/01/2020 10:04,Bush,Small,Tzeelim,2
18,03/01/2020 10:04,Bush,Small,Tzeelim,1
20,03/01/2020 10:07,Bush,Small,Mishmar,2
20,03/01/2020 10:07,Bush,Small,Mishmar,2
19,03/01/2020 10:08,Bush,Small,Tzeelim,1
19,03/01/2020 10:08,Bush,Small,Tzeelim,2
23,03/01/2020 11:03,Bush,Small,Mishmar,1
23,03/01/2020 11:03,Bush,Small,Mishmar,1
20.5,03/01/2020 11:04,Bush,Small,Tzeelim,2
20.5,03/01/2020 11:04,Bush,Small,Tzeelim,1
22,03/01/2020 11:07,Bush,Small,Mishmar,2
22,03/01/2020 11:07,Bush,Small,Mishmar,2
21,03/01/2020 11:08,Bush,Small,Tzeelim,1
21,03/01/2020 11:08,Bush,Small,Tzeelim,2
23.5,03/01/2020 12:03,Bush,Small,Mishmar,1
23.5,03/01/2020 12:03,Bush,Small,Mishmar,1
22.5,03/01/2020 12:04,Bush,Small,Tzeelim,2
22.5,03/01/2020 12:04,Bush,Small,Tzeelim,1
23.5,03/01/2020 12:07,Bush,Small,Mishmar,2
23.5,03/01/2020 12:07,Bush,Small,Mishmar,2
23,03/01/2020 12:08,Bush,Small,Tzeelim,1
23,03/01/2020 12:08,Bush,Small,Tzeelim,2
23,03/01/2020 13:03,Bush,Small,Mishmar,1
23,03/01/2020 13:03,Bush,Small,Mishmar,1
22.5,03/01/2020 13:04,Bush,Small,Tzeelim,2
22.5,03/01/2020 13:04,Bush,Small,Tzeelim,1
23,03/01/2020 13:07,Bush,Small,Mishmar,2
23,03/01/2020 13:07,Bush,Small,Mishmar,2
23.5,03/01/2020 13:08,Bush,Small,Tzeelim,1
23.5,03/01/2020 13:08,Bush,Small,Tzeelim,2
24.5,03/01/2020 14:03,Bush,Small,Mishmar,1
24.5,03/01/2020 14:03,Bush,Small,Mishmar,1
23,03/01/2020 14:04,Bush,Small,Tzeelim,2
23,03/01/2020 14:04,Bush,Small,Tzeelim,1
24.5,03/01/2020 14:07,Bush,Small,Mishmar,2
24.5,03/01/2020 14:07,Bush,Small,Mishmar,2
24,03/01/2020 14:08,Bush,Small,Tzeelim,1
24,03/01/2020 14:08,Bush,Small,Tzeelim,2
25,03/01/2020 15:03,Bush,Small,Mishmar,1
25,03/01/2020 15:03,Bush,Small,Mishmar,1
23.5,03/01/2020 15:04,Bush,Small,Tzeelim,2
23.5,03/01/2020 15:04,Bush,Small,Tzeelim,1
24.5,03/01/2020 15:07,Bush,Small,Mishmar,2
24.5,03/01/2020 15:07,Bush,Small,Mishmar,2
24.5,03/01/2020 15:08,Bush,Small,Tzeelim,1
24.5,03/01/2020 15:08,Bush,Small,Tzeelim,2
22,03/01/2020 16:03,Bush,Small,Mishmar,1
22,03/01/2020 16:03,Bush,Small,Mishmar,1
20,03/01/2020 16:04,Bush,Small,Tzeelim,2
20,03/01/2020 16:04,Bush,Small,Tzeelim,1
21.5,03/01/2020 16:07,Bush,Small,Mishmar,2
21.5,03/01/2020 16:07,Bush,Small,Mishmar,2
21.5,03/01/2020 16:08,Bush,Small,Tzeelim,1
21.5,03/01/2020 16:08,Bush,Small,Tzeelim,2
21,03/01/2020 17:03,Bush,Small,Mishmar,1
21,03/01/2020 17:03,Bush,Small,Mishmar,1
19.5,03/01/2020 17:04,Bush,Small,Tzeelim,2
19.5,03/01/2020 17:04,Bush,Small,Tzeelim,1
20.5,03/01/2020 17:07,Bush,Small,Mishmar,2
20.5,03/01/2020 17:07,Bush,Small,Mishmar,2
20.5,03/01/2020 17:08,Bush,Small,Tzeelim,1
20.5,03/01/2020 17:08,Bush,Small,Tzeelim,2
20,03/01/2020 18:03,Bush,Small,Mishmar,1
20,03/01/2020 18:03,Bush,Small,Mishmar,1
18.5,03/01/2020 18:04,Bush,Small,Tzeelim,2
18.5,03/01/2020 18:04,Bush,Small,Tzeelim,1
19.5,03/01/2020 18:07,Bush,Small,Mishmar,2
19.5,03/01/2020 18:07,Bush,Small,Mishmar,2
19.5,03/01/2020 18:08,Bush,Small,Tzeelim,1
19.5,03/01/2020 18:08,Bush,Small,Tzeelim,2
19.5,03/01/2020 19:03,Bush,Small,Mishmar,1
19.5,03/01/2020 19:03,Bush,Small,Mishmar,1
18,03/01/2020 19:04,Bush,Small,Tzeelim,2
18,03/01/2020 19:04,Bush,Small,Tzeelim,1
19,03/01/2020 19:07,Bush,Small,Mishmar,2
19,03/01/2020 19:07,Bush,Small,Mishmar,2
19,03/01/2020 19:08,Bush,Small,Tzeelim,1
19,03/01/2020 19:08,Bush,Small,Tzeelim,2
19,03/01/2020 20:03,Bush,Small,Mishmar,1
19,03/01/2020 20:03,Bush,Small,Mishmar,1
18,03/01/2020 20:04,Bush,Small,Tzeelim,2
18,03/01/2020 20:04,Bush,Small,Tzeelim,1
18.5,03/01/2020 20:07,Bush,Small,Mishmar,2
18.5,03/01/2020 20:07,Bush,Small,Mishmar,2
18.5,03/01/2020 20:08,Bush,Small,Tzeelim,1
18.5,03/01/2020 20:08,Bush,Small,Tzeelim,2
18.5,03/01/2020 21:03,Bush,Small,Mishmar,1
18.5,03/01/2020 21:03,Bush,Small,Mishmar,1
17,03/01/2020 21:04,Bush,Small,Tzeelim,2
17,03/01/2020 21:04,Bush,Small,Tzeelim,1
18,03/01/2020 21:07,Bush,Small,Mishmar,2
18,03/01/2020 21:07,Bush,Small,Mishmar,2
18,03/01/2020 21:08,Bush,Small,Tzeelim,1
18,03/01/2020 21:08,Bush,Small,Tzeelim,2
18,03/01/2020 22:03,Bush,Small,Mishmar,1
18,03/01/2020 22:03,Bush,Small,Mishmar,1
17,03/01/2020 22:04,Bush,Small,Tzeelim,2
17,03/01/2020 22:04,Bush,Small,Tzeelim,1
18,03/01/2020 22:07,Bush,Small,Mishmar,2
18,03/01/2020 22:07,Bush,Small,Mishmar,2
17.5,03/01/2020 22:08,Bush,Small,Tzeelim,1
17.5,03/01/2020 22:08,Bush,Small,Tzeelim,2
18,03/01/2020 23:03,Bush,Small,Mishmar,1
18,03/01/2020 23:03,Bush,Small,Mishmar,1
16.5,03/01/2020 23:04,Bush,Small,Tzeelim,2
16.5,03/01/2020 23:04,Bush,Small,Tzeelim,1
17.5,03/01/2020 23:07,Bush,Small,Mishmar,2
17.5,03/01/2020 23:07,Bush,Small,Mishmar,2
17,03/01/2020 23:08,Bush,Small,Tzeelim,1
17,03/01/2020 23:08,Bush,Small,Tzeelim,2
23,04/01/2020 0:15,Bush,Small,Tzeelim,2
23.5,04/01/2020 0:16,Bush,Small,Mishmar,1
23,04/01/2020 0:18,Bush,Small,Tzeelim,1
23.5,04/01/2020 0:19,Bush,Small,Mishmar,2
23,04/01/2020 1:15,Bush,Small,Tzeelim,2
23.5,04/01/2020 1:16,Bush,Small,Mishmar,1
22.5,04/01/2020 1:18,Bush,Small,Tzeelim,1
23.5,04/01/2020 1:19,Bush,Small,Mishmar,2
22.5,04/01/2020 2:15,Bush,Small,Tzeelim,2
23.5,04/01/2020 2:16,Bush,Small,Mishmar,1
22,04/01/2020 2:18,Bush,Small,Tzeelim,1
23,04/01/2020 2:19,Bush,Small,Mishmar,2
21.5,04/01/2020 3:15,Bush,Small,Tzeelim,2
22.5,04/01/2020 3:16,Bush,Small,Mishmar,1
21.5,04/01/2020 3:18,Bush,Small,Tzeelim,1
22.5,04/01/2020 3:19,Bush,Small,Mishmar,2
21,04/01/2020 4:15,Bush,Small,Tzeelim,2
21.5,04/01/2020 4:16,Bush,Small,Mishmar,1
20.5,04/01/2020 4:18,Bush,Small,Tzeelim,1
21.5,04/01/2020 4:19,Bush,Small,Mishmar,2
20.5,04/01/2020 5:15,Bush,Small,Tzeelim,2
21,04/01/2020 5:16,Bush,Small,Mishmar,1
20.5,04/01/2020 5:18,Bush,Small,Tzeelim,1
21.5,04/01/2020 5:19,Bush,Small,Mishmar,2
20.5,04/01/2020 6:15,Bush,Small,Tzeelim,2
21,04/01/2020 6:16,Bush,Small,Mishmar,1
20.5,04/01/2020 6:18,Bush,Small,Tzeelim,1
21,04/01/2020 6:19,Bush,Small,Mishmar,2
20.5,04/01/2020 7:15,Bush,Small,Tzeelim,2
21,04/01/2020 7:16,Bush,Small,Mishmar,1
20.5,04/01/2020 7:18,Bush,Small,Tzeelim,1
21,04/01/2020 7:19,Bush,Small,Mishmar,2
21.5,04/01/2020 8:15,Bush,Small,Tzeelim,2
22,04/01/2020 8:16,Bush,Small,Mishmar,1
21.5,04/01/2020 8:18,Bush,Small,Tzeelim,1
21.5,04/01/2020 8:19,Bush,Small,Mishmar,2
23,04/01/2020 9:15,Bush,Small,Tzeelim,2
24,04/01/2020 9:16,Bush,Small,Mishmar,1
24,04/01/2020 9:18,Bush,Small,Tzeelim,1
23.5,04/01/2020 9:19,Bush,Small,Mishmar,2
23.5,04/01/2020 10:15,Bush,Small,Tzeelim,2
23,04/01/2020 10:16,Bush,Small,Mishmar,1
24,04/01/2020 10:18,Bush,Small,Tzeelim,1
22.5,04/01/2020 10:19,Bush,Small,Mishmar,2
25.5,04/01/2020 11:15,Bush,Small,Tzeelim,2
25,04/01/2020 11:16,Bush,Small,Mishmar,1
27,04/01/2020 11:18,Bush,Small,Tzeelim,1
25.5,04/01/2020 11:19,Bush,Small,Mishmar,2
25.5,04/01/2020 12:15,Bush,Small,Tzeelim,2
25,04/01/2020 12:16,Bush,Small,Mishmar,1
26.5,04/01/2020 12:18,Bush,Small,Tzeelim,1
25,04/01/2020 12:19,Bush,Small,Mishmar,2
27.5,04/01/2020 13:15,Bush,Small,Tzeelim,2
27,04/01/2020 13:16,Bush,Small,Mishmar,1
30,04/01/2020 13:18,Bush,Small,Tzeelim,1
27,04/01/2020 13:19,Bush,Small,Mishmar,2
28.5,04/01/2020 14:15,Bush,Small,Tzeelim,2
28.5,04/01/2020 14:16,Bush,Small,Mishmar,1
32,04/01/2020 14:18,Bush,Small,Tzeelim,1
27.5,04/01/2020 14:19,Bush,Small,Mishmar,2
29.5,04/01/2020 15:15,Bush,Small,Tzeelim,2
29.5,04/01/2020 15:16,Bush,Small,Mishmar,1
32,04/01/2020 15:18,Bush,Small,Tzeelim,1
29,04/01/2020 15:19,Bush,Small,Mishmar,2
29.5,04/01/2020 16:15,Bush,Small,Tzeelim,2
29,04/01/2020 16:16,Bush,Small,Mishmar,1
29.5,04/01/2020 16:18,Bush,Small,Tzeelim,1
28.5,04/01/2020 16:19,Bush,Small,Mishmar,2
28,04/01/2020 17:15,Bush,Small,Tzeelim,2
28.5,04/01/2020 17:16,Bush,Small,Mishmar,1
28,04/01/2020 17:18,Bush,Small,Tzeelim,1
28,04/01/2020 17:19,Bush,Small,Mishmar,2
25.5,04/01/2020 18:15,Bush,Small,Tzeelim,2
25.5,04/01/2020 18:16,Bush,Small,Mishmar,1
25.5,04/01/2020 18:18,Bush,Small,Tzeelim,1
26,04/01/2020 18:19,Bush,Small,Mishmar,2
24.5,04/01/2020 19:15,Bush,Small,Tzeelim,2
24,04/01/2020 19:16,Bush,Small,Mishmar,1
23.5,04/01/2020 19:18,Bush,Small,Tzeelim,1
24,04/01/2020 19:19,Bush,Small,Mishmar,2
22.5,04/01/2020 20:15,Bush,Small,Tzeelim,2
23,04/01/2020 20:16,Bush,Small,Mishmar,1
22.5,04/01/2020 20:18,Bush,Small,Tzeelim,1
23.5,04/01/2020 20:19,Bush,Small,Mishmar,2
22,04/01/2020 21:15,Bush,Small,Tzeelim,2
22.5,04/01/2020 21:16,Bush,Small,Mishmar,1
22,04/01/2020 21:18,Bush,Small,Tzeelim,1
23.5,04/01/2020 21:19,Bush,Small,Mishmar,2
21.5,04/01/2020 22:15,Bush,Small,Tzeelim,2
22,04/01/2020 22:16,Bush,Small,Mishmar,1
20.5,04/01/2020 22:18,Bush,Small,Tzeelim,1
22.5,04/01/2020 22:19,Bush,Small,Mishmar,2
20.5,04/01/2020 23:15,Bush,Small,Tzeelim,2
21.5,04/01/2020 23:16,Bush,Small,Mishmar,1
20.5,04/01/2020 23:18,Bush,Small,Tzeelim,1
21.5,04/01/2020 23:19,Bush,Small,Mishmar,2
23,05/01/2020 0:15,Bush,Small,Tzeelim,2
24,05/01/2020 0:16,Bush,Small,Mishmar,1
24,05/01/2020 0:18,Bush,Small,Tzeelim,1
24,05/01/2020 0:19,Bush,Small,Mishmar,2
22.5,05/01/2020 1:15,Bush,Small,Tzeelim,2
24,05/01/2020 1:16,Bush,Small,Mishmar,1
24,05/01/2020 1:18,Bush,Small,Tzeelim,1
24,05/01/2020 1:19,Bush,Small,Mishmar,2
22.5,05/01/2020 2:15,Bush,Small,Tzeelim,2
24,05/01/2020 2:16,Bush,Small,Mishmar,1
23.5,05/01/2020 2:18,Bush,Small,Tzeelim,1
24,05/01/2020 2:19,Bush,Small,Mishmar,2
22,05/01/2020 3:15,Bush,Small,Tzeelim,2
24,05/01/2020 3:16,Bush,Small,Mishmar,1
23,05/01/2020 3:18,Bush,Small,Tzeelim,1
23.5,05/01/2020 3:19,Bush,Small,Mishmar,2
21.5,05/01/2020 4:15,Bush,Small,Tzeelim,2
24,05/01/2020 4:16,Bush,Small,Mishmar,1
22.5,05/01/2020 4:18,Bush,Small,Tzeelim,1
23.5,05/01/2020 4:19,Bush,Small,Mishmar,2
21.5,05/01/2020 5:15,Bush,Small,Tzeelim,2
23.5,05/01/2020 5:16,Bush,Small,Mishmar,1
22.5,05/01/2020 5:18,Bush,Small,Tzeelim,1
23.5,05/01/2020 5:19,Bush,Small,Mishmar,2
21,05/01/2020 6:15,Bush,Small,Tzeelim,2
23,05/01/2020 6:16,Bush,Small,Mishmar,1
22,05/01/2020 6:18,Bush,Small,Tzeelim,1
22.5,05/01/2020 6:19,Bush,Small,Mishmar,2
22,05/01/2020 7:15,Bush,Small,Tzeelim,2
24,05/01/2020 7:16,Bush,Small,Mishmar,1
23,05/01/2020 7:18,Bush,Small,Tzeelim,1
24,05/01/2020 7:19,Bush,Small,Mishmar,2
24.5,05/01/2020 8:15,Bush,Small,Tzeelim,2
26,05/01/2020 8:16,Bush,Small,Mishmar,1
25.5,05/01/2020 8:18,Bush,Small,Tzeelim,1
28,05/01/2020 8:19,Bush,Small,Mishmar,2
27,05/01/2020 9:15,Bush,Small,Tzeelim,2
28,05/01/2020 9:16,Bush,Small,Mishmar,1
29,05/01/2020 9:18,Bush,Small,Tzeelim,1
28.5,05/01/2020 9:19,Bush,Small,Mishmar,2
29,05/01/2020 10:15,Bush,Small,Tzeelim,2
29.5,05/01/2020 10:16,Bush,Small,Mishmar,1
32,05/01/2020 10:18,Bush,Small,Tzeelim,1
30,05/01/2020 10:19,Bush,Small,Mishmar,2
30,05/01/2020 11:15,Bush,Small,Tzeelim,2
31.5,05/01/2020 11:16,Bush,Small,Mishmar,1
35.5,05/01/2020 11:18,Bush,Small,Tzeelim,1
32.5,05/01/2020 11:19,Bush,Small,Mishmar,2
31.5,05/01/2020 12:15,Bush,Small,Tzeelim,2
33.5,05/01/2020 12:16,Bush,Small,Mishmar,1
39,05/01/2020 12:18,Bush,Small,Tzeelim,1
33.5,05/01/2020 12:19,Bush,Small,Mishmar,2
33,05/01/2020 13:15,Bush,Small,Tzeelim,2
36,05/01/2020 13:16,Bush,Small,Mishmar,1
42.5,05/01/2020 13:18,Bush,Small,Tzeelim,1
34,05/01/2020 13:19,Bush,Small,Mishmar,2
34.5,05/01/2020 14:15,Bush,Small,Tzeelim,2
36,05/01/2020 14:16,Bush,Small,Mishmar,1
44.5,05/01/2020 14:18,Bush,Small,Tzeelim,1
35,05/01/2020 14:19,Bush,Small,Mishmar,2
36,05/01/2020 15:15,Bush,Small,Tzeelim,2
36.5,05/01/2020 15:16,Bush,Small,Mishmar,1
43.5,05/01/2020 15:18,Bush,Small,Tzeelim,1
35,05/01/2020 15:19,Bush,Small,Mishmar,2
37,05/01/2020 16:15,Bush,Small,Tzeelim,2
36.5,05/01/2020 16:16,Bush,Small,Mishmar,1
38.5,05/01/2020 16:18,Bush,Small,Tzeelim,1
34.5,05/01/2020 16:19,Bush,Small,Mishmar,2
35,05/01/2020 17:15,Bush,Small,Tzeelim,2
36.5,05/01/2020 17:16,Bush,Small,Mishmar,1
36,05/01/2020 17:18,Bush,Small,Tzeelim,1
35.5,05/01/2020 17:19,Bush,Small,Mishmar,2
33,05/01/2020 18:15,Bush,Small,Tzeelim,2
34,05/01/2020 18:16,Bush,Small,Mishmar,1
33.5,05/01/2020 18:18,Bush,Small,Tzeelim,1
33.5,05/01/2020 18:19,Bush,Small,Mishmar,2
31,05/01/2020 19:15,Bush,Small,Tzeelim,2
32.5,05/01/2020 19:16,Bush,Small,Mishmar,1
31,05/01/2020 19:18,Bush,Small,Tzeelim,1
32,05/01/2020 19:19,Bush,Small,Mishmar,2
29.5,05/01/2020 20:15,Bush,Small,Tzeelim,2
30.5,05/01/2020 20:16,Bush,Small,Mishmar,1
29.5,05/01/2020 20:18,Bush,Small,Tzeelim,1
30,05/01/2020 20:19,Bush,Small,Mishmar,2
28,05/01/2020 21:15,Bush,Small,Tzeelim,2
29,05/01/2020 21:16,Bush,Small,Mishmar,1
28,05/01/2020 21:18,Bush,Small,Tzeelim,1
28.5,05/01/2020 21:19,Bush,Small,Mishmar,2
27,05/01/2020 22:15,Bush,Small,Tzeelim,2
28.5,05/01/2020 22:16,Bush,Small,Mishmar,1
27.5,05/01/2020 22:18,Bush,Small,Tzeelim,1
28,05/01/2020 22:19,Bush,Small,Mishmar,2
27,05/01/2020 23:15,Bush,Small,Tzeelim,2
28,05/01/2020 23:16,Bush,Small,Mishmar,1
27,05/01/2020 23:18,Bush,Small,Tzeelim,1
28,05/01/2020 23:19,Bush,Small,Mishmar,2
26,06/01/2020 0:15,Bush,Small,Tzeelim,2
27,06/01/2020 0:16,Bush,Small,Mishmar,1
27,06/01/2020 0:18,Bush,Small,Tzeelim,1
27.5,06/01/2020 0:19,Bush,Small,Mishmar,2
25.5,06/01/2020 1:15,Bush,Small,Tzeelim,2
26,06/01/2020 1:16,Bush,Small,Mishmar,1
26.5,06/01/2020 1:18,Bush,Small,Tzeelim,1
27.5,06/01/2020 1:19,Bush,Small,Mishmar,2
25,06/01/2020 2:15,Bush,Small,Tzeelim,2
25,06/01/2020 2:16,Bush,Small,Mishmar,1
25.5,06/01/2020 2:18,Bush,Small,Tzeelim,1
27.5,06/01/2020 2:19,Bush,Small,Mishmar,2
24.5,06/01/2020 3:15,Bush,Small,Tzeelim,2
24.5,06/01/2020 3:16,Bush,Small,Mishmar,1
25,06/01/2020 3:18,Bush,Small,Tzeelim,1
27,06/01/2020 3:19,Bush,Small,Mishmar,2
24,06/01/2020 4:15,Bush,Small,Tzeelim,2
24,06/01/2020 4:16,Bush,Small,Mishmar,1
24.5,06/01/2020 4:18,Bush,Small,Tzeelim,1
26.5,06/01/2020 4:19,Bush,Small,Mishmar,2
23.5,06/01/2020 5:15,Bush,Small,Tzeelim,2
23.5,06/01/2020 5:16,Bush,Small,Mishmar,1
24,06/01/2020 5:18,Bush,Small,Tzeelim,1
25.5,06/01/2020 5:19,Bush,Small,Mishmar,2
23.5,06/01/2020 6:15,Bush,Small,Tzeelim,2
24.5,06/01/2020 6:16,Bush,Small,Mishmar,1
24,06/01/2020 6:18,Bush,Small,Tzeelim,1
25.5,06/01/2020 6:19,Bush,Small,Mishmar,2
24.5,06/01/2020 7:15,Bush,Small,Tzeelim,2
28.5,06/01/2020 7:16,Bush,Small,Mishmar,1
25.5,06/01/2020 7:18,Bush,Small,Tzeelim,1
27.5,06/01/2020 7:19,Bush,Small,Mishmar,2
26.5,06/01/2020 8:15,Bush,Small,Tzeelim,2
33.5,06/01/2020 8:16,Bush,Small,Mishmar,1
28.5,06/01/2020 8:18,Bush,Small,Tzeelim,1
30,06/01/2020 8:19,Bush,Small,Mishmar,2
28.5,06/01/2020 9:15,Bush,Small,Tzeelim,2
36.5,06/01/2020 9:16,Bush,Small,Mishmar,1
31,06/01/2020 9:18,Bush,Small,Tzeelim,1
31,06/01/2020 9:19,Bush,Small,Mishmar,2
32,06/01/2020 10:15,Bush,Small,Tzeelim,2
42.5,06/01/2020 10:16,Bush,Small,Mishmar,1
34.5,06/01/2020 10:18,Bush,Small,Tzeelim,1
33,06/01/2020 10:19,Bush,Small,Mishmar,2
32,06/01/2020 11:15,Bush,Small,Tzeelim,2
45.5,06/01/2020 11:16,Bush,Small,Mishmar,1
37.5,06/01/2020 11:18,Bush,Small,Tzeelim,1
34,06/01/2020 11:19,Bush,Small,Mishmar,2
33.5,06/01/2020 12:15,Bush,Small,Tzeelim,2
50.5,06/01/2020 12:16,Bush,Small,Mishmar,1
40.5,06/01/2020 12:18,Bush,Small,Tzeelim,1
34.5,06/01/2020 12:19,Bush,Small,Mishmar,2
35.5,06/01/2020 13:15,Bush,Small,Tzeelim,2
51.5,06/01/2020 13:16,Bush,Small,Mishmar,1
44.5,06/01/2020 13:18,Bush,Small,Tzeelim,1
36,06/01/2020 13:19,Bush,Small,Mishmar,2
37,06/01/2020 14:15,Bush,Small,Tzeelim,2
56,06/01/2020 14:16,Bush,Small,Mishmar,1
45.5,06/01/2020 14:18,Bush,Small,Tzeelim,1
36.5,06/01/2020 14:19,Bush,Small,Mishmar,2
38.5,06/01/2020 15:15,Bush,Small,Tzeelim,2
53,06/01/2020 15:16,Bush,Small,Mishmar,1
45,06/01/2020 15:18,Bush,Small,Tzeelim,1
36.5,06/01/2020 15:19,Bush,Small,Mishmar,2
39,06/01/2020 16:15,Bush,Small,Tzeelim,2
52.5,06/01/2020 16:16,Bush,Small,Mishmar,1
43.5,06/01/2020 16:18,Bush,Small,Tzeelim,1
37,06/01/2020 16:19,Bush,Small,Mishmar,2
40,06/01/2020 17:15,Bush,Small,Tzeelim,2
48,06/01/2020 17:16,Bush,Small,Mishmar,1
41.5,06/01/2020 17:18,Bush,Small,Tzeelim,1
37.5,06/01/2020 17:19,Bush,Small,Mishmar,2
38,06/01/2020 18:15,Bush,Small,Tzeelim,2
